"V1","V2","ID1","pi","nSNP"
"Mp5g09190.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0040","Mp5g09190","0.0005714283"," 4"
"Mp5g09200.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0039","Mp5g09200","0.0007142855"," 3"
"Mp5g09210.1","KEGG:K13171:SRRM1, SRM160, serine/arginine repetitive matrix protein 1; KOG:KOG2146:Splicing coactivator SRm160/300, subunit SRm160 (contains PWI domain), N-term missing, [AR]; MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0038","Mp5g09210","0.0002857140"," 1"
"Mp5g09220.1","KOG:KOG2462:C2H2-type Zn-finger protein, N-term missing, [K]; ProSitePatterns:PS00028:Zinc finger C2H2 type domain signature.; G3DSA:3.30.160.60:Classic Zinc Finger; ProSiteProfiles:PS50157:Zinc finger C2H2 type domain profile.; SMART:SM00355:c2h2final6; PANTHER:PTHR14003:TRANSCRIPTIONAL REPRESSOR PROTEIN YY; PTHR14003:SF13:BNAA03G13270D PROTEIN; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF57667:beta-beta-alpha zinc fingers; Coils:Coil; Pfam:PF00096:Zinc finger, C2H2 type; MapolyID:Mapoly0095s0037; MPGENES:MpC2H2-15:transcription factor, C2H2-ZnF","Mp5g09220","0.0003809523"," 3"
"Mp5g09230.1","KEGG:K00430:E1.11.1.7, peroxidase [EC:1.11.1.7]; G3DSA:1.10.520.10; PTHR31388:SF3:PEROXIDASE 72; PANTHER:PTHR31388:PEROXIDASE 72-RELATED; ProSiteProfiles:PS50873:Plant heme peroxidase family profile.; G3DSA:1.10.420.10:Peroxidase; SUPERFAMILY:SSF48113:Heme-dependent peroxidases; Pfam:PF00141:Peroxidase; PRINTS:PR00461:Plant peroxidase signature; PRINTS:PR00458:Haem peroxidase superfamily signature; GO:0006979:response to oxidative stress; GO:0004601:peroxidase activity; GO:0020037:heme binding; MapolyID:Mapoly0095s0036","Mp5g09230","0.0007619050"," 2"
"Mp5g09240.1","KOG:KOG0156:Cytochrome P450 CYP2 subfamily, [Q]; PRINTS:PR00385:P450 superfamily signature; Pfam:PF00067:Cytochrome P450; PRINTS:PR00463:E-class P450 group I signature; G3DSA:1.10.630.10:Cytochrome p450; ProSitePatterns:PS00086:Cytochrome P450 cysteine heme-iron ligand signature.; SUPERFAMILY:SSF48264:Cytochrome P450; PANTHER:PTHR47949:CYTOCHROME P450 703A2-RELATED-RELATED; GO:0005506:iron ion binding; GO:0016705:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037:heme binding; MapolyID:Mapoly0095s0035","Mp5g09240",NA,NA
"Mp5g09250.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0034","Mp5g09250","0.0019682513","19"
"Mp5g09260.1","KEGG:K14638:SLC15A3_4, PHT, solute carrier family 15 (peptide/histidine transporter), member 3/4; KOG:KOG1237:H+/oligopeptide symporter, [E]; Pfam:PF00854:POT family; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF103473:MFS general substrate transporter; PANTHER:PTHR11654:OLIGOPEPTIDE TRANSPORTER-RELATED; PTHR11654:SF78:PROTEIN NRT1/ PTR FAMILY 6.3-LIKE; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0033","Mp5g09260","0.0006857150","12"
"Mp5g09260.2","KEGG:K14638:SLC15A3_4, PHT, solute carrier family 15 (peptide/histidine transporter), member 3/4; KOG:KOG1237:H+/oligopeptide symporter, [E]; MobiDBLite:consensus disorder prediction; Pfam:PF00854:POT family; PTHR11654:SF78:PROTEIN NRT1/ PTR FAMILY 6.3-LIKE; SUPERFAMILY:SSF103473:MFS general substrate transporter; PANTHER:PTHR11654:OLIGOPEPTIDE TRANSPORTER-RELATED; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0033","Mp5g09260","0.0006857150","12"
"Mp5g09270.1","PTHR22770:SF42:FINGER PROTEIN (ZIN), PUTATIVE (AFU_ORTHOLOGUE AFUA_4G03910)-RELATED; G3DSA:1.20.120.1750; MobiDBLite:consensus disorder prediction; Coils:Coil; PANTHER:PTHR22770:UBIQUITIN CONJUGATING ENZYME 7 INTERACTING PROTEIN-RELATED; SUPERFAMILY:SSF57850:RING/U-box; MapolyID:Mapoly0095s0032","Mp5g09270","0.0008413740"," 9"
"Mp5g09280.1","KEGG:K14638:SLC15A3_4, PHT, solute carrier family 15 (peptide/histidine transporter), member 3/4; KOG:KOG1237:H+/oligopeptide symporter, [E]; PTHR11654:SF556:PROTEIN NRT1/ PTR FAMILY 8.3; G3DSA:1.20.1250.20:MFS general substrate transporter like domains; PANTHER:PTHR11654:OLIGOPEPTIDE TRANSPORTER-RELATED; Pfam:PF00854:POT family; SUPERFAMILY:SSF103473:MFS general substrate transporter; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0031","Mp5g09280","0.0004167040"," 6"
"Mp5g09280.2","KEGG:K14638:SLC15A3_4, PHT, solute carrier family 15 (peptide/histidine transporter), member 3/4; KOG:KOG1237:H+/oligopeptide symporter, [E]; PTHR11654:SF556:PROTEIN NRT1/ PTR FAMILY 8.3; G3DSA:1.20.1250.20:MFS general substrate transporter like domains; PANTHER:PTHR11654:OLIGOPEPTIDE TRANSPORTER-RELATED; Pfam:PF00854:POT family; SUPERFAMILY:SSF103473:MFS general substrate transporter; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0031","Mp5g09280","0.0004167040"," 6"
"Mp5g09280.3","KEGG:K14638:SLC15A3_4, PHT, solute carrier family 15 (peptide/histidine transporter), member 3/4; KOG:KOG1237:H+/oligopeptide symporter, [E]; PTHR11654:SF556:PROTEIN NRT1/ PTR FAMILY 8.3; G3DSA:1.20.1250.20:MFS general substrate transporter like domains; PANTHER:PTHR11654:OLIGOPEPTIDE TRANSPORTER-RELATED; Pfam:PF00854:POT family; SUPERFAMILY:SSF103473:MFS general substrate transporter; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0031","Mp5g09280","0.0004167040"," 6"
"Mp5g09290.1","KEGG:K17399:DNMT3B, DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]; MobiDBLite:consensus disorder prediction; Pfam:PF11926:Domain of unknown function (DUF3444); ProSitePatterns:PS00094:C-5 cytosine-specific DNA methylases active site.; PANTHER:PTHR23068:DNA  CYTOSINE-5- -METHYLTRANSFERASE 3-RELATED; Coils:Coil; Pfam:PF00145:C-5 cytosine-specific DNA methylase; ProSiteProfiles:PS51679:C-5 cytosine-specific DNA methylase (Dnmt) domain profile.; PTHR23068:SF25:DNA (CYTOSINE-5)-METHYLTRANSFERASE DRM1; SUPERFAMILY:SSF53335:S-adenosyl-L-methionine-dependent methyltransferases; G3DSA:3.40.50.150:Vaccinia Virus protein VP39; GO:0008168:methyltransferase activity; MapolyID:Mapoly0095s0030; MPGENES:MpDNMT3b:C-5 cytosine-specific DNA methylase","Mp5g09290","0.0009208710","10"
"Mp5g09300.1","KOG:KOG0317:Predicted E3 ubiquitin ligase, integral peroxisomal membrane protein, N-term missing, [O]; ProSitePatterns:PS00518:Zinc finger RING-type signature.; G3DSA:3.30.40.10:Zinc/RING finger domain; SMART:SM00184:ring_2; ProSiteProfiles:PS50089:Zinc finger RING-type profile.; Pfam:PF13639:Ring finger domain; SUPERFAMILY:SSF57850:RING/U-box; MobiDBLite:consensus disorder prediction; Coils:Coil; PANTHER:PTHR47177:F18C1.6 PROTEIN","Mp5g09300","0.0002857140"," 2"
"Mp5g09310.1","MapolyID:Mapoly0095s0029","Mp5g09310","0.0002857140"," 2"
"Mp5g09320.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0028","Mp5g09320","0.0007857465"," 4"
"Mp5g09330.1","KEGG:K02295:CRY, cryptochrome; KOG:KOG0133:Deoxyribodipyrimidine photolyase/cryptochrome, [LT]; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS51645:Photolyase/cryptochrome alpha/beta domain profile.; SUPERFAMILY:SSF48173:Cryptochrome/photolyase FAD-binding domain; G3DSA:3.40.50.620:HUPs; SUPERFAMILY:SSF52425:Cryptochrome/photolyase, N-terminal domain; G3DSA:1.25.40.80; Pfam:PF00875:DNA photolyase; PTHR11455:SF9:(6-4)-PHOTOLYASE, ISOFORM A; Pfam:PF03441:FAD binding domain of DNA photolyase; G3DSA:1.10.579.10:DNA Cyclobutane Dipyrimidine Photolyase; PANTHER:PTHR11455:CRYPTOCHROME; MapolyID:Mapoly0095s0027","Mp5g09330","0.0002857140"," 3"
"Mp5g09340.1","KOG:KOG1187:Serine/threonine protein kinase, [T]; PANTHER:PTHR27007; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; G3DSA:2.60.120.200; MobiDBLite:consensus disorder prediction; Pfam:PF00069:Protein kinase domain; SUPERFAMILY:SSF49899:Concanavalin A-like lectins/glucanases; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); Pfam:PF00139:Legume lectin domain; ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SMART:SM00220:serkin_6; PTHR27007:SF265:L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE VIII.1; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; ProSiteProfiles:PS50011:Protein kinase domain profile.; CDD:cd14066:STKc_IRAK; GO:0030246:carbohydrate binding; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0095s0026","Mp5g09340","0.0003809523"," 4"
"Mp5g09350.1","KOG:KOG1208:Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases), [Q]; PRINTS:PR00081:Glucose/ribitol dehydrogenase family signature; Pfam:PF00106:short chain dehydrogenase; G3DSA:3.40.50.720; PANTHER:PTHR24320:RETINOL DEHYDROGENASE; SUPERFAMILY:SSF51735:NAD(P)-binding Rossmann-fold domains; PTHR24320:SF181:SHORT-CHAIN DEHYDROGENASE/REDUCTASE SDR; GO:0016491:oxidoreductase activity; MapolyID:Mapoly0095s0025","Mp5g09350","0.0006530619","15"
"Mp5g09360.1","KEGG:K09873:TIP, aquaporin TIP; KOG:KOG0223:Aquaporin (major intrinsic protein family), N-term missing, [G]; PANTHER:PTHR19139:AQUAPORIN TRANSPORTER; G3DSA:1.20.1080.10:Glycerol uptake facilitator protein.; Pfam:PF00230:Major intrinsic protein; SUPERFAMILY:SSF81338:Aquaporin-like; GO:0055085:transmembrane transport; GO:0016020:membrane; GO:0015267:channel activity; MapolyID:Mapoly0095s0024","Mp5g09360","0.0014285715","10"
"Mp5g09370.1","MapolyID:Mapoly0095s0023","Mp5g09370",NA,NA
"Mp5g09380.1","MapolyID:Mapoly0095s0022","Mp5g09380","0.0005476190"," 6"
"Mp5g09390.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0095s0021","Mp5g09390",NA,NA
"Mp5g09400.1","KOG:KOG0618:Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP), C-term missing, [T]; G3DSA:3.80.10.10:Ribonuclease Inhibitor; SUPERFAMILY:SSF52058:L domain-like; Pfam:PF13516:Leucine Rich repeat; PRINTS:PR00019:Leucine-rich repeat signature; SMART:SM00369:LRR_typ_2; Pfam:PF13855:Leucine rich repeat; SUPERFAMILY:SSF52047:RNI-like; PANTHER:PTHR48065:OS10G0469600 PROTEIN; Pfam:PF00560:Leucine Rich Repeat; GO:0005515:protein binding; MapolyID:Mapoly0095s0020","Mp5g09400","0.0005476193"," 7"
"Mp5g09400.2","KOG:KOG0618:Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP), C-term missing, [T]; G3DSA:3.80.10.10:Ribonuclease Inhibitor; SUPERFAMILY:SSF52058:L domain-like; Pfam:PF13516:Leucine Rich repeat; PRINTS:PR00019:Leucine-rich repeat signature; SMART:SM00369:LRR_typ_2; Pfam:PF13855:Leucine rich repeat; SUPERFAMILY:SSF52047:RNI-like; PANTHER:PTHR48065:OS10G0469600 PROTEIN; Pfam:PF00560:Leucine Rich Repeat; GO:0005515:protein binding; MapolyID:Mapoly0095s0020","Mp5g09400","0.0005476193"," 7"
"Mp5g09410.1","MapolyID:Mapoly0095s0019","Mp5g09410","0.0004285715"," 3"
"Mp5g09420.1","KOG:KOG4840:Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily), [R]; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; PANTHER:PTHR31591:UPF0613 PROTEIN PB24D3.06C; G3DSA:3.40.50.1820; PTHR31591:SF6:BNAC09G38800D PROTEIN; Pfam:PF08538:Protein of unknown function (DUF1749); MapolyID:Mapoly0095s0018","Mp5g09420","0.0008380942","12"
"Mp5g09420.2","KOG:KOG4840:Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily), [R]; PANTHER:PTHR31591:UPF0613 PROTEIN PB24D3.06C; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; PTHR31591:SF6:BNAC09G38800D PROTEIN; Pfam:PF08538:Protein of unknown function (DUF1749); G3DSA:3.40.50.1820; MapolyID:Mapoly0095s0018","Mp5g09420","0.0008380942","12"
"Mp5g09430.1","KEGG:K13153:SNRNP25, U11/U12 small nuclear ribonucleoprotein 25 kDa protein; G3DSA:3.10.20.90; SUPERFAMILY:SSF54236:Ubiquitin-like; PTHR14942:SF0:U11/U12 SMALL NUCLEAR RIBONUCLEOPROTEIN 25 KDA PROTEIN; PANTHER:PTHR14942:U11/U12 SMALL NUCLEAR RIBONUCLEOPROTEIN 25 KDA PROTEIN; CDD:cd17058:Ubl_SNRNP25; Pfam:PF18036:Ubiquitin-like domain; GO:0005689:U12-type spliceosomal complex; GO:0000398:mRNA splicing, via spliceosome; MapolyID:Mapoly0095s0017","Mp5g09430","0.0011428564","12"
"Mp5g09430.2","KEGG:K13153:SNRNP25, U11/U12 small nuclear ribonucleoprotein 25 kDa protein; PTHR14942:SF0:U11/U12 SMALL NUCLEAR RIBONUCLEOPROTEIN 25 KDA PROTEIN; CDD:cd17058:Ubl_SNRNP25; Pfam:PF18036:Ubiquitin-like domain; SUPERFAMILY:SSF54236:Ubiquitin-like; G3DSA:3.10.20.90; PANTHER:PTHR14942:U11/U12 SMALL NUCLEAR RIBONUCLEOPROTEIN 25 KDA PROTEIN; GO:0005689:U12-type spliceosomal complex; GO:0000398:mRNA splicing, via spliceosome; MapolyID:Mapoly0095s0017","Mp5g09430","0.0011428564","12"
"Mp5g09440.1","PANTHER:PTHR36770:PHOTOSYSTEM I ASSEMBLY FACTOR PSA3, CHLOROPLASTIC; MobiDBLite:consensus disorder prediction; GO:0048564:photosystem I assembly; MapolyID:Mapoly0095s0016","Mp5g09440","0.0014285705"," 6"
"Mp5g09450.1","KEGG:K13984:TXNDC5, ERP46, thioredoxin domain-containing protein 5; KOG:KOG0190:Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit), C-term missing, [O]; CDD:cd02961:PDI_a_family; G3DSA:3.40.30.10:Glutaredoxin; SUPERFAMILY:SSF52833:Thioredoxin-like; ProSiteProfiles:PS51352:Thioredoxin domain profile.; PANTHER:PTHR45672:PROTEIN DISULFIDE-ISOMERASE C17H9.14C-RELATED; Pfam:PF00085:Thioredoxin; MapolyID:Mapoly0095s0015","Mp5g09450","0.0011111973","14"
"Mp5g09460.1","Pfam:PF00892:EamA-like transporter family; SUPERFAMILY:SSF103481:Multidrug resistance efflux transporter EmrE; PTHR31218:SF177:WAT1-RELATED PROTEIN; PANTHER:PTHR31218:WAT1-RELATED PROTEIN; GO:0016021:integral component of membrane; GO:0016020:membrane; GO:0022857:transmembrane transporter activity; MapolyID:Mapoly0095s0014","Mp5g09460",NA,NA
"Mp5g09470.1","KEGG:K20623:CYP92A6, typhasterol/6-deoxotyphasterol 2alpha-hydroxylase; KOG:KOG0156:Cytochrome P450 CYP2 subfamily, [Q]; ProSitePatterns:PS00086:Cytochrome P450 cysteine heme-iron ligand signature.; PANTHER:PTHR47944:CYTOCHROME P450 98A9; G3DSA:1.10.630.10:Cytochrome p450; PTHR47944:SF10:CYTOCHROME P450 98A9; PRINTS:PR00463:E-class P450 group I signature; SUPERFAMILY:SSF48264:Cytochrome P450; Pfam:PF00067:Cytochrome P450; PRINTS:PR00385:P450 superfamily signature; GO:0005506:iron ion binding; GO:0016705:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037:heme binding; MapolyID:Mapoly0095s0013","Mp5g09470","0.0006428843"," 6"
"Mp5g09480.1","Coils:Coil; SUPERFAMILY:SSF52266:SGNH hydrolase; PANTHER:PTHR45966:GDSL-LIKE LIPASE/ACYLHYDROLASE; CDD:cd01837:SGNH_plant_lipase_like; PTHR45966:SF13:GDSL-LIKE LIPASE/ACYLHYDROLASE; Pfam:PF00657:GDSL-like Lipase/Acylhydrolase; G3DSA:3.40.50.1110; GO:0016788:hydrolase activity, acting on ester bonds; MapolyID:Mapoly0095s0012","Mp5g09480","0.0007142855"," 3"
"Mp5g09490.1","KEGG:K17600:VPS54, vacuolar protein sorting-associated protein 54; KOG:KOG2115:Vacuolar sorting protein VPS45, [U]; MobiDBLite:consensus disorder prediction; PTHR12965:SF1:VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 54, CHLOROPLASTIC; Pfam:PF07928:Vps54-like protein; PANTHER:PTHR12965:VACUOLAR PROTEIN SORTING 54; GO:0042147:retrograde transport, endosome to Golgi; GO:0000938:GARP complex; MapolyID:Mapoly0095s0011","Mp5g09490",NA,NA
"Mp5g09500.1","KEGG:K01568:PDC, pdc, pyruvate decarboxylase [EC:4.1.1.1]; KOG:KOG1184:Thiamine pyrophosphate-requiring enzyme, [EH]; MobiDBLite:consensus disorder prediction; G3DSA:3.40.50.970; SUPERFAMILY:SSF52518:Thiamin diphosphate-binding fold (THDP-binding); Pfam:PF02776:Thiamine pyrophosphate enzyme, N-terminal TPP binding domain; PANTHER:PTHR43452:PYRUVATE DECARBOXYLASE; CDD:cd02005:TPP_PDC_IPDC; G3DSA:3.40.50.1220; Pfam:PF00205:Thiamine pyrophosphate enzyme, central domain; PTHR43452:SF20:PYRUVATE DECARBOXYLASE 2; Pfam:PF02775:Thiamine pyrophosphate enzyme, C-terminal TPP binding domain; SUPERFAMILY:SSF52467:DHS-like NAD/FAD-binding domain; CDD:cd07038:TPP_PYR_PDC_IPDC_like; GO:0000287:magnesium ion binding; GO:0003824:catalytic activity; GO:0016831:carboxy-lyase activity; GO:0030976:thiamine pyrophosphate binding; MapolyID:Mapoly0095s0010","Mp5g09500","0.0028253980","16"
"Mp5g09510.1","KEGG:K02978:RP-S27e, RPS27, small subunit ribosomal protein S27e; KOG:KOG1779:40s ribosomal protein S27, [J]; ProSitePatterns:PS01168:Ribosomal protein S27e signature.; SUPERFAMILY:SSF57829:Zn-binding ribosomal proteins; Pfam:PF01667:Ribosomal protein S27; Hamap:MF_00371:30S ribosomal protein S27e [rps27e].; PTHR11594:SF7:40S RIBOSOMAL PROTEIN S27-RELATED; G3DSA:2.20.25.640; PANTHER:PTHR11594:40S RIBOSOMAL PROTEIN S27; GO:0003735:structural constituent of ribosome; GO:0005840:ribosome; GO:0006412:translation; MapolyID:Mapoly0095s0009","Mp5g09510","0.0013809550"," 5"
"Mp5g09520.1","KEGG:K07739:ELP3, KAT9, elongator complex protein 3 [EC:2.3.1.48]; KOG:KOG2535:RNA polymerase II elongator complex, subunit ELP3/histone acetyltransferase, [BK]; MobiDBLite:consensus disorder prediction; PIRSF:PIRSF005669:HAT_Elp3; Pfam:PF04055:Radical SAM superfamily; TIGRFAM:TIGR01211:ELP3: radical SAM enzyme/protein acetyltransferase, ELP3 family; Pfam:PF16199:Radical_SAM C-terminal domain; SUPERFAMILY:SSF102114:Radical SAM enzymes; CDD:cd01335:Radical_SAM; ProSiteProfiles:PS51186:Gcn5-related N-acetyltransferase (GNAT) domain profile.; Pfam:PF00583:Acetyltransferase (GNAT) family; G3DSA:3.80.30.20:tm_1862 like domain; G3DSA:3.40.630.30; SFLD:SFLDG01086:elongater protein-like; SFLD:SFLDF00344:ELP3-like; SMART:SM00729:MiaB; PANTHER:PTHR11135:HISTONE ACETYLTRANSFERASE-RELATED; PTHR11135:SF7:ELONGATOR COMPLEX PROTEIN 3; SUPERFAMILY:SSF55729:Acyl-CoA N-acyltransferases (Nat); GO:0051536:iron-sulfur cluster binding; GO:0008080:N-acetyltransferase activity; GO:0003824:catalytic activity; MapolyID:Mapoly0095s0008","Mp5g09520",NA,NA
"Mp5g09530.1","KOG:KOG1187:Serine/threonine protein kinase, [T]; PANTHER:PTHR27005:WALL-ASSOCIATED RECEPTOR KINASE-LIKE 21; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; ProSiteProfiles:PS50011:Protein kinase domain profile.; CDD:cd14066:STKc_IRAK; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; PTHR27005:SF325:WALL-ASSOCIATED RECEPTOR KINASE-LIKE 14; Pfam:PF00069:Protein kinase domain; SMART:SM00220:serkin_6; ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0095s0007","Mp5g09530",NA,NA
"Mp5g09540.1","KOG:KOG1470:Phosphatidylinositol transfer protein PDR16 and related proteins, C-term missing, [I]; SMART:SM01100:CRAL_TRIO_N_2; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50191:CRAL-TRIO lipid binding domain profile.; CDD:cd00170:SEC14; Pfam:PF03765:CRAL/TRIO, N-terminal domain; SMART:SM00516:sec14_4; Pfam:PF00650:CRAL/TRIO domain; G3DSA:3.40.525.10:Phosphatidylinositol Transfer Protein Sec14p; SUPERFAMILY:SSF46938:CRAL/TRIO N-terminal domain; SUPERFAMILY:SSF52087:CRAL/TRIO domain; PANTHER:PTHR46277:OS03G0850700 PROTEIN; MapolyID:Mapoly0095s0006","Mp5g09540","0.0007024452"," 6"
"Mp7g01250.1","KEGG:K22683:APF2, aspartyl protease family protein [EC:3.4.23.-]; KOG:KOG1339:Aspartyl protease, [O]; SUPERFAMILY:SSF50630:Acid proteases; Pfam:PF14543:Xylanase inhibitor N-terminal; G3DSA:2.40.70.10:Acid Proteases; PTHR13683:SF679:ASPARTYL PROTEASE FAMILY PROTEIN 2; ProSitePatterns:PS00141:Eukaryotic and viral aspartyl proteases active site.; CDD:cd05472:cnd41_like; PRINTS:PR00792:Pepsin (A1) aspartic protease family signature; ProSiteProfiles:PS51767:Peptidase family A1 domain profile.; PANTHER:PTHR13683:ASPARTYL PROTEASES; Pfam:PF14541:Xylanase inhibitor C-terminal; GO:0004190:aspartic-type endopeptidase activity; GO:0006508:proteolysis; MapolyID:Mapoly0271s0001","Mp7g01250","0.0005079363"," 3"
"Mp7g01260.1","KOG:KOG0472:Leucine-rich repeat protein, [S]; Pfam:PF13855:Leucine rich repeat; ProSiteProfiles:PS51450:Leucine-rich repeat profile.; PANTHER:PTHR48004:OS01G0149700 PROTEIN; SUPERFAMILY:SSF52047:RNI-like; PTHR48004:SF15:BNACNNG48360D PROTEIN; G3DSA:3.80.10.10:Ribonuclease Inhibitor; Pfam:PF00560:Leucine Rich Repeat; SUPERFAMILY:SSF52058:L domain-like; SMART:SM00369:LRR_typ_2; GO:0005515:protein binding; MapolyID:Mapoly0271s0002","Mp7g01260","0.0005238095"," 2"
"Mp7g01270.1","KOG:KOG1192:UDP-glucuronosyl and UDP-glucosyl transferase, N-term missing, C-term missing, [GC]; ProSitePatterns:PS00375:UDP-glycosyltransferases signature.; PTHR48048:SF30:OS07G0510400 PROTEIN; SUPERFAMILY:SSF53756:UDP-Glycosyltransferase/glycogen phosphorylase; CDD:cd03784:GT1_Gtf-like; G3DSA:3.40.50.2000:Glycogen Phosphorylase B,; PANTHER:PTHR48048:GLYCOSYLTRANSFERASE; Pfam:PF00201:UDP-glucoronosyl and UDP-glucosyl transferase; GO:0008194:UDP-glycosyltransferase activity; MapolyID:Mapoly0099s0001","Mp7g01270","0.0007976352","10"
"Mp7g01280.1","SUPERFAMILY:SSF53098:Ribonuclease H-like; Coils:Coil; PANTHER:PTHR37067; MapolyID:Mapoly0099s0002","Mp7g01280","0.0017142870","14"
"Mp7g01290.1","KEGG:K16573:TUBGCP6, GCP6, gamma-tubulin complex component 6; KOG:KOG2065:Gamma-tubulin ring complex protein, N-term missing, [Z]; MobiDBLite:consensus disorder prediction; Pfam:PF04130:Gamma tubulin complex component C-terminal; PANTHER:PTHR19302:GAMMA TUBULIN COMPLEX PROTEIN; PTHR19302:SF33:GAMMA-TUBULIN COMPLEX COMPONENT 5; Pfam:PF17681:Gamma tubulin complex component N-terminal; Coils:Coil; G3DSA:1.20.120.1900; GO:0000226:microtubule cytoskeleton organization; GO:0007020:microtubule nucleation; GO:0000922:spindle pole; GO:0005815:microtubule organizing center; GO:0043015:gamma-tubulin binding; MapolyID:Mapoly0099s0003","Mp7g01290","0.0005555557","11"
"Mp7g01290.2","KEGG:K16573:TUBGCP6, GCP6, gamma-tubulin complex component 6; KOG:KOG2065:Gamma-tubulin ring complex protein, N-term missing, [Z]; MobiDBLite:consensus disorder prediction; Pfam:PF04130:Gamma tubulin complex component C-terminal; PANTHER:PTHR19302:GAMMA TUBULIN COMPLEX PROTEIN; PTHR19302:SF33:GAMMA-TUBULIN COMPLEX COMPONENT 5; Pfam:PF17681:Gamma tubulin complex component N-terminal; Coils:Coil; G3DSA:1.20.120.1900; GO:0000226:microtubule cytoskeleton organization; GO:0007020:microtubule nucleation; GO:0000922:spindle pole; GO:0005815:microtubule organizing center; GO:0043015:gamma-tubulin binding; MapolyID:Mapoly0099s0003","Mp7g01290","0.0005555557","11"
"Mp7g01300.1","KEGG:K01193:INV, sacA, beta-fructofuranosidase [EC:3.2.1.26]; KOG:KOG0228:Beta-fructofuranosidase (invertase), [G]; PTHR31953:SF84:ACID BETA-FRUCTOFURANOSIDASE; Pfam:PF00251:Glycosyl hydrolases family 32 N-terminal domain; SMART:SM00640:glyco_32; PANTHER:PTHR31953:BETA-FRUCTOFURANOSIDASE, INSOLUBLE ISOENZYME CWINV1-RELATED; SUPERFAMILY:SSF75005:Arabinanase/levansucrase/invertase; G3DSA:2.60.120.560; SUPERFAMILY:SSF49899:Concanavalin A-like lectins/glucanases; MobiDBLite:consensus disorder prediction; Pfam:PF08244:Glycosyl hydrolases family 32 C terminal; ProSitePatterns:PS00609:Glycosyl hydrolases family 32 active site.; G3DSA:2.115.10.20:Glycosyl hydrolase domain, family 43; CDD:cd18624:GH32_Fruct1-like; GO:0005975:carbohydrate metabolic process; GO:0004553:hydrolase activity, hydrolyzing O-glycosyl compounds; MapolyID:Mapoly0099s0004","Mp7g01300","0.0008255430"," 6"
"Mp7g01310.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0099s0005","Mp7g01310","0.0019523800","10"
