"CHROM","source","type","start","end","score","strand","phase","attributes","ID","PI","NUMBERofSNPs"
"chr5","feature","gene",19727685,19729394,".","+",".","ID=Mp5g18670;MapolyID=Mapoly0073s0073;Name=Mp5g18670","Mp5g18670",0.00204762,8
"chr5","feature","gene",19731759,19735236,".","-",".","ID=Mp5g18680;MapolyID=Mapoly0073s0072;Name=Mp5g18680","Mp5g18680",0.0033625824,40
"chr5","feature","gene",19739848,19743231,".","-",".","ID=Mp5g18690;MapolyID=Mapoly0073s0071;Name=Mp5g18690","Mp5g18690",0.004639582,54
"chr5","feature","gene",19743944,19749444,".","+",".","ID=Mp5g18700;MapolyID=Mapoly0073s0070;Name=Mp5g18700","Mp5g18700",0.00287333166666667,37
"chr5","feature","gene",19748999,19750806,".","-",".","ID=Mp5g18710;MapolyID=Mapoly0073s0069;Name=Mp5g18710","Mp5g18710",0.00304788333333333,19
"chr5","feature","gene",19750822,19753073,".","-",".","ID=Mp5g18720;MapolyID=Mapoly0073s0068;Name=Mp5g18720","Mp5g18720",0.00320742,35
"chr5","feature","gene",19754700,19757672,".","-",".","ID=Mp5g18730;MapolyID=Mapoly0073s0067;Name=Mp5g18730","Mp5g18730",0.002548775,23
"chr5","feature","gene",19760286,19766516,".","-",".","ID=Mp5g18740;MapolyID=Mapoly0073s0066;Name=Mp5g18740","Mp5g18740",0.0018674022,23
"chr5","feature","gene",19765963,19766506,".","+",".","ID=Mp5g18750;Name=Mp5g18750","Mp5g18750",0.0017860905,9
"chr5","feature","gene",19794146,19798084,".","-",".","ID=Mp5g18760;MapolyID=Mapoly0073s0065;Name=Mp5g18760","Mp5g18760",0.002647896,28
"chr5","feature","gene",19800761,19803715,".","+",".","ID=Mp5g18770;MapolyID=Mapoly0073s0064;Name=Mp5g18770","Mp5g18770",0.0018333325,16
"chr5","feature","gene",19804797,19815781,".","-",".","ID=Mp5g18780;MapolyID=Mapoly0073s0063;Name=Mp5g18780","Mp5g18780",0.00189636190909091,49
"chr5","feature","gene",19824942,19830830,".","+",".","ID=Mp5g18790;MapolyID=Mapoly0073s0062;Name=Mp5g18790","Mp5g18790",0.001700952,29
"chr5","feature","gene",19830831,19836427,".","-",".","ID=Mp5g18800;MapolyID=Mapoly0073s0061;Name=Mp5g18800","Mp5g18800",0.00176891542857143,29
"chr5","feature","gene",19842841,19845272,".","-",".","ID=Mp5g18810;MapolyID=Mapoly0073s0060;Name=Mp5g18810","Mp5g18810",0.00200043733333333,13
"chr5","feature","gene",19852225,19854394,".","-",".","ID=Mp5g18820;MapolyID=Mapoly0073s0059;Name=Mp5g18820","Mp5g18820",0.00184147,14
"chr5","feature","gene",19856143,19859166,".","-",".","ID=Mp5g18830;MapolyID=Mapoly0949s0001;Name=Mp5g18830","Mp5g18830",0.000873038,6
"chr5","feature","gene",19878219,19882639,".","-",".","ID=Mp5g18840;MapolyID=Mapoly0073s0058;Name=Mp5g18840","Mp5g18840",0.000857142666666667,9
"chr5","feature","gene",19886202,19887775,".","-",".","ID=Mp5g18850;MapolyID=Mapoly0073s0057;Name=Mp5g18850","Mp5g18850",0.000571429,1
"chr5","feature","gene",19889193,19897322,".","-",".","ID=Mp5g18860;MapolyID=Mapoly0073s0056;Name=Mp5g18860","Mp5g18860",0.00234410466666667,40
"chr5","feature","gene",19924374,19926841,".","-",".","ID=Mp5g18870;MapolyID=Mapoly0073s0055;Name=Mp5g18870","Mp5g18870",0.00215976333333333,14
"chr5","feature","gene",19933710,19934864,".","+",".","ID=Mp5g18880;MapolyID=Mapoly0073s0054;Name=Mp5g18880","Mp5g18880",0.0009048155,4
"chr5","feature","gene",19957165,19958634,".","+",".","ID=Mp5g18890;MapolyID=Mapoly0073s0053;Name=Mp5g18890","Mp5g18890",0.0012857165,5
"chr5","feature","gene",19966822,19967749,".","+",".","ID=Mp5g18900;MapolyID=Mapoly0073s0052;Name=Mp5g18900","Mp5g18900",0.00109524,5
"chr5","feature","gene",19970772,19974239,".","+",".","ID=Mp5g18910;MapolyID=Mapoly0073s0051;Name=Mp5g18910","Mp5g18910",0.000889489,7
"chr5","feature","gene",19976847,19981964,".","-",".","ID=Mp5g18920;MapolyID=Mapoly0073s0050;Name=Mp5g18920","Mp5g18920",0.001309608,17
"chr5","feature","gene",19983000,19984831,".","-",".","ID=Mp5g18930;Name=Mp5g18930","Mp5g18930",0.00670259,44
"chr5","feature","gene",20008881,20011331,".","-",".","ID=Mp5g18940;MapolyID=Mapoly0073s0049;Name=Mp5g18940","Mp5g18940",0.00304762,25
"chr5","feature","gene",20020612,20023712,".","+",".","ID=Mp5g18950;MapolyID=Mapoly0073s0048;Name=Mp5g18950","Mp5g18950",0.0037391225,30
"chr5","feature","gene",20023557,20025526,".","-",".","ID=Mp5g18960;MapolyID=Mapoly0073s0047;Name=Mp5g18960","Mp5g18960",0.00276216,16
"chr5","feature","gene",20053867,20057551,".","-",".","ID=Mp5g18970;MapolyID=Mapoly0073s0046;Name=Mp5g18970","Mp5g18970",0.000833395,7
"chr5","feature","gene",20058017,20058514,".","-",".","ID=Mp5g18980;MapolyID=Mapoly0073s0045;Name=Mp5g18980","Mp5g18980",0.000571429,1
"chr5","feature","gene",20060190,20064750,".","-",".","ID=Mp5g18990;MapolyID=Mapoly0073s0044;Name=Mp5g18990","Mp5g18990",0.001647894,18
"chr5","feature","gene",20064545,20067402,".","-",".","ID=Mp5g19000;MapolyID=Mapoly0073s0043;Name=Mp5g19000","Mp5g19000",0.00078571375,7
"chr5","feature","gene",20065348,20068414,".","+",".","ID=Mp5g19010;MapolyID=Mapoly0073s0042;Name=Mp5g19010","Mp5g19010",0.00109523875,11
"chr5","feature","gene",20112580,20115461,".","+",".","ID=Mp5g19020;MapolyID=Mapoly0073s0041;Name=Mp5g19020","Mp5g19020",0.0051792125,46
"chr5","feature","gene",20118001,20122768,".","+",".","ID=Mp5g19030;MapolyID=Mapoly0073s0040;Name=Mp5g19030","Mp5g19030",0.0022002466,28
"chr5","feature","gene",20123923,20125266,".","+",".","ID=Mp5g19040;MapolyID=Mapoly0073s0039;Name=Mp5g19040","Mp5g19040",0.00365079666666667,22
"chr5","feature","gene",20173087,20177584,".","+",".","ID=Mp5g19050;MapolyID=Mapoly0073s0038;Name=Mp5g19050","Mp5g19050",0.001250225,12
"chr5","feature","gene",20214228,20216972,".","-",".","ID=Mp5g19070;MapolyID=Mapoly0073s0036;Name=Mp5g19070","Mp5g19070",0.00239732833333333,15
"chr5","feature","gene",20218964,20222103,".","-",".","ID=Mp5g19080;MapolyID=Mapoly0073s0035;Name=Mp5g19080","Mp5g19080",0.004876744,47
"chr5","feature","gene",20247854,20248511,".","+",".","ID=Mp5g19100;MapolyID=Mapoly0073s0033;Name=Mp5g19100","Mp5g19100",0.007461015,32
"chr5","feature","gene",20256825,20257600,".","+",".","ID=Mp5g19110;MapolyID=Mapoly0073s0032;Name=Mp5g19110","Mp5g19110",0.000714584,4
"chr5","feature","gene",20259671,20261164,".","-",".","ID=Mp5g19120;MapolyID=Mapoly0073s0031;Name=Mp5g19120","Mp5g19120",0.00217497666666667,15
"chr5","feature","gene",20260987,20267659,".","+",".","ID=Mp5g19130;MapolyID=Mapoly0073s0030;Name=Mp5g19130","Mp5g19130",0.00262523375,47
"chr5","feature","gene",20276783,20278856,".","+",".","ID=Mp5g19140;MapolyID=Mapoly0073s0029;Name=Mp5g19140","Mp5g19140",0.00160327333333333,11
"chr5","feature","gene",20278743,20282312,".","+",".","ID=Mp5g19150;MapolyID=Mapoly0073s0028;Name=Mp5g19150","Mp5g19150",0.002524096,29
"chr5","feature","gene",20283488,20286889,".","-",".","ID=Mp5g19160;Name=Mp5g19160","Mp5g19160",0.0011786035,11
"chr5","feature","gene",20288669,20292133,".","-",".","ID=Mp5g19170;MapolyID=Mapoly0073s0027;Name=Mp5g19170","Mp5g19170",0.0025723788,31
"chr5","feature","gene",20301541,20302452,".","+",".","ID=Mp5g19180;MapolyID=Mapoly0073s0026;Name=Mp5g19180","Mp5g19180",0.0004048365,3
"chr5","feature","gene",20309852,20314514,".","+",".","ID=Mp5g19190;MapolyID=Mapoly0073s0025;Name=Mp5g19190","Mp5g19190",0.0030879205,44
"chr5","feature","gene",20314810,20317550,".","-",".","ID=Mp5g19200;MapolyID=Mapoly0073s0024;Name=Mp5g19200","Mp5g19200",0.00460504,39
"chr5","feature","gene",20330719,20331984,".","-",".","ID=Mp5g19210;MapolyID=Mapoly0073s0023;Name=Mp5g19210","Mp5g19210",0.00214286,8
"chr5","feature","gene",20333396,20334115,".","-",".","ID=Mp5g19220;MapolyID=Mapoly0073s0022;Name=Mp5g19220","Mp5g19220",0.0011904755,5
"chr5","feature","gene",20334959,20344055,".","+",".","ID=Mp5g19230;MapolyID=Mapoly0073s0021;Name=Mp5g19230","Mp5g19230",0.00118524555555556,22
"chr5","feature","gene",20345047,20348144,".","-",".","ID=Mp5g19240;MapolyID=Mapoly0073s0020;Name=Mp5g19240","Mp5g19240",0.0013930125,12
"chr5","feature","gene",20347729,20353044,".","+",".","ID=Mp5g19250;MapolyID=Mapoly0073s0019;Name=Mp5g19250","Mp5g19250",0.00201370285714286,28
"chr5","feature","gene",20368495,20376013,".","+",".","ID=Mp5g19260;MapolyID=Mapoly0073s0018;Name=Mp5g19260","Mp5g19260",0.00229629677777778,42
"chr5","feature","gene",20391003,20397295,".","+",".","ID=Mp5g19270;MapolyID=Mapoly0073s0017;Name=Mp5g19270","Mp5g19270",0.00250835833333333,30
"chr5","feature","gene",20396102,20400635,".","-",".","ID=Mp5g19280;MapolyID=Mapoly0073s0016;Name=Mp5g19280","Mp5g19280",0.003238824,32
"chr5","feature","gene",20412034,20413052,".","+",".","ID=Mp5g19290;MapolyID=Mapoly0073s0015;Name=Mp5g19290","Mp5g19290",0.0023334285,10
"chr5","feature","gene",20418106,20420026,".","+",".","ID=Mp5g19300;MapolyID=Mapoly0073s0014;Name=Mp5g19300","Mp5g19300",0.00203174666666667,15
"chr5","feature","gene",20421086,20424947,".","-",".","ID=Mp5g19310;MapolyID=Mapoly0073s0013;Name=Mp5g19310","Mp5g19310",0.00152381125,14
"chr5","feature","gene",20425091,20425442,".","-",".","ID=Mp5g19320;MapolyID=Mapoly0073s0012;Name=Mp5g19320","Mp5g19320",0.00228571,5
"chr5","feature","gene",20426533,20428899,".","+",".","ID=Mp5g19330;MapolyID=Mapoly0073s0011;Name=Mp5g19330","Mp5g19330",0.0016666665,8
"chr5","feature","gene",20432213,20433119,".","-",".","ID=Mp5g19340;MapolyID=Mapoly0073s0010;Name=Mp5g19340","Mp5g19340",0.00109524,4
"chr5","feature","gene",20433314,20433754,".","-",".","ID=Mp5g19350;MapolyID=Mapoly0073s0009;Name=Mp5g19350","Mp5g19350",0.00047619,1
"chr5","feature","gene",20438458,20439178,".","-",".","ID=Mp5g19360;MapolyID=Mapoly0073s0008;Name=Mp5g19360","Mp5g19360",0.00390476,24
"chr5","feature","gene",20440225,20444904,".","-",".","ID=Mp5g19370;MapolyID=Mapoly0073s0007;Name=Mp5g19370","Mp5g19370",0.0014572592,22
"chr5","feature","gene",20445179,20445251,".","-",".","ID=Mp5g19375a;Name=Mp5g19375a;locus_type=pre_trna;note=aa:Ala%2Canticodon:cgc;product=tRNA-Ala","Mp5g19375a",0.0101905,25
"chr5","feature","gene",20450319,20452727,".","-",".","ID=Mp5g19380;MapolyID=Mapoly0073s0006;Name=Mp5g19380","Mp5g19380",0.00130172333333333,8
"chr5","feature","gene",20465188,20466252,".","-",".","ID=Mp5g19390;MapolyID=Mapoly0073s0005;Name=Mp5g19390","Mp5g19390",0.002952385,13
"chr5","feature","gene",20475635,20481741,".","-",".","ID=Mp5g19400;MapolyID=Mapoly0073s0004;Name=Mp5g19400","Mp5g19400",0.00206802742857143,33
"chr5","feature","gene",20485225,20487358,".","-",".","ID=Mp5g19410;MapolyID=Mapoly0073s0003;Name=Mp5g19410","Mp5g19410",0.00273016,18
"chr5","feature","gene",20503089,20504754,".","-",".","ID=Mp5g19420;MapolyID=Mapoly0073s0002;Name=Mp5g19420","Mp5g19420",0.00314286,17
"chr5","feature","gene",20517878,20520941,".","+",".","ID=Mp5g19430;MapolyID=Mapoly0134s0001;Name=Mp5g19430","Mp5g19430",0.00111111133333333,8
"chr5","feature","gene",20538022,20539916,".","+",".","ID=Mp5g19440;MapolyID=Mapoly0134s0002;Name=Mp5g19440","Mp5g19440",0.00290476,12
"chr5","feature","gene",20545308,20550920,".","-",".","ID=Mp5g19450;MapolyID=Mapoly0134s0003;Name=Mp5g19450","Mp5g19450",0.00201618233333333,27
"chr5","feature","gene",20553219,20557207,".","+",".","ID=Mp5g19460;MapolyID=Mapoly0134s0004;Name=Mp5g19460","Mp5g19460",0.0022476186,33
"chr5","feature","gene",20559966,20563104,".","-",".","ID=Mp5g19470;MapolyID=Mapoly0134s0005;Name=Mp5g19470","Mp5g19470",0.002562171,33
"chr5","feature","gene",20568602,20573147,".","-",".","ID=Mp5g19480;MapolyID=Mapoly0134s0006;Name=Mp5g19480","Mp5g19480",0.00116672333333333,20
"chr5","feature","gene",20583761,20588104,".","-",".","ID=Mp5g19490;MapolyID=Mapoly0134s0007;Name=Mp5g19490","Mp5g19490",0.00339682666666667,43
"chr5","feature","gene",20586530,20587096,".","+",".","ID=Mp5g19500;MapolyID=Mapoly0134s0008;Name=Mp5g19500","Mp5g19500",0.001809525,8
"chr5","feature","gene",20603447,20610412,".","-",".","ID=Mp5g19510;MapolyID=Mapoly0134s0009;Name=Mp5g19510","Mp5g19510",0.00244932857142857,42
"chr5","feature","gene",20605980,20606052,".","+",".","ID=Mp5g19515a;Name=Mp5g19515a;locus_type=pre_trna;note=aa:Glu%2Canticodon:ctc;product=tRNA-Glu","Mp5g19515a",0.00240508,12
"chr5","feature","gene",20623167,20636203,".","-",".","ID=Mp5g19520;MapolyID=Mapoly0134s0010;Name=Mp5g19520","Mp5g19520",0.00198221453846154,59
"chr5","feature","gene",20633370,20638679,".","+",".","ID=Mp5g19530;MapolyID=Mapoly0134s0011;Name=Mp5g19530","Mp5g19530",0.00176271833333333,25
"chr5","feature","gene",20645744,20648229,".","+",".","ID=Mp5g19540;MapolyID=Mapoly0134s0012;Name=Mp5g19540","Mp5g19540",0.0073814225,63
"chr5","feature","gene",20655187,20662873,".","+",".","ID=Mp5g19550;MapolyID=Mapoly0134s0013;Name=Mp5g19550","Mp5g19550",0.00137428771428571,28
"chr5","feature","gene",20663136,20668577,".","-",".","ID=Mp5g19560;MapolyID=Mapoly0134s0014;Name=Mp5g19560","Mp5g19560",0.0025401005,48
"chr5","feature","gene",20668743,20669973,".","+",".","ID=Mp5g19570;MapolyID=Mapoly0134s0015;Name=Mp5g19570","Mp5g19570",0.0009523825,5
"chr5","feature","gene",20672582,20684111,".","+",".","ID=Mp5g19580;MapolyID=Mapoly0134s0016;Name=Mp5g19580","Mp5g19580",0.00516217461538462,187
"chr5","feature","gene",20686152,20692162,".","-",".","ID=Mp5g19590;MapolyID=Mapoly0134s0017;Name=Mp5g19590","Mp5g19590",0.000920635333333333,17
"chr5","feature","gene",20693049,20693732,".","-",".","ID=Mp5g19600;MapolyID=Mapoly0134s0018;Name=Mp5g19600","Mp5g19600",0.00114384,4
"chr5","feature","gene",20698183,20701696,".","-",".","ID=Mp5g19610;MapolyID=Mapoly0134s0019;Name=Mp5g19610","Mp5g19610",0.002559925,29
"chr5","feature","gene",20705570,20710360,".","-",".","ID=Mp5g19620;MapolyID=Mapoly0134s0020;Name=Mp5g19620","Mp5g19620",0.00255613233333333,38
"chr5","feature","gene",20716887,20721980,".","-",".","ID=Mp5g19630;MapolyID=Mapoly0134s0021;Name=Mp5g19630","Mp5g19630",0.00230158816666667,34
"chr5","feature","gene",20724957,20729863,".","-",".","ID=Mp5g19640;MapolyID=Mapoly0134s0022;Name=Mp5g19640","Mp5g19640",0.00237337666666667,35
"chr5","feature","gene",20731478,20736526,".","-",".","ID=Mp5g19650;MapolyID=Mapoly0134s0023;Name=Mp5g19650","Mp5g19650",0.002209804,31
"chr5","feature","gene",20740361,20744792,".","-",".","ID=Mp5g19660;MapolyID=Mapoly0134s0024;Name=Mp5g19660","Mp5g19660",0.006266668,79
"chr5","feature","gene",20745381,20745453,".","-",".","ID=Mp5g19665a;Name=Mp5g19665a;locus_type=pre_trna;note=aa:Glu%2Canticodon:ctc;product=tRNA-Glu","Mp5g19665a",0.00672582,20
"chr5","feature","gene",20746239,20749910,".","-",".","ID=Mp5g19670;MapolyID=Mapoly0134s0025;Name=Mp5g19670","Mp5g19670",0.0035955175,37
"chr5","feature","gene",20762754,20766838,".","-",".","ID=Mp5g19680;MapolyID=Mapoly0134s0026;Name=Mp5g19680","Mp5g19680",0.002247734,30
"chr5","feature","gene",20765732,20768159,".","+",".","ID=Mp5g19690;MapolyID=Mapoly0134s0027;Name=Mp5g19690","Mp5g19690",0.002357285,25
"chr5","feature","gene",20788149,20790947,".","+",".","ID=Mp5g19700;MapolyID=Mapoly0134s0028;Name=Mp5g19700","Mp5g19700",0.00365619333333333,31
"chr5","feature","gene",20791279,20794180,".","-",".","ID=Mp5g19710;MapolyID=Mapoly0134s0029;Name=Mp5g19710","Mp5g19710",0.00369065825,32
"chr5","feature","gene",20804903,20808571,".","-",".","ID=Mp5g19720;MapolyID=Mapoly0134s0030;Name=Mp5g19720","Mp5g19720",0.003476191,33
"chr5","feature","gene",20812081,20815763,".","+",".","ID=Mp5g19730;MapolyID=Mapoly0134s0031;Name=Mp5g19730","Mp5g19730",0.0025238085,24
"chr5","feature","gene",20824083,20830645,".","+",".","ID=Mp5g19740;MapolyID=Mapoly0134s0032;Name=Mp5g19740","Mp5g19740",0.00448330285714286,70
"chr5","feature","gene",20830832,20840421,".","+",".","ID=Mp5g19750;MapolyID=Mapoly0134s0033;Name=Mp5g19750","Mp5g19750",0.00315667990909091,87
"chr5","feature","gene",20853863,20855621,".","-",".","ID=Mp5g19760;MapolyID=Mapoly0134s0034;Name=Mp5g19760","Mp5g19760",0.00128715966666667,12
"chr5","feature","gene",20857008,20862428,".","-",".","ID=Mp5g19770;MapolyID=Mapoly0134s0035;Name=Mp5g19770","Mp5g19770",0.0010095846,14
"chr5","feature","gene",20863621,20864854,".","+",".","ID=Mp5g19780;MapolyID=Mapoly0134s0037;Name=Mp5g19780","Mp5g19780",0.001000447,6
"chr5","feature","gene",20885726,20893491,".","-",".","ID=Mp5g19790;MapolyID=Mapoly0134s0038;Name=Mp5g19790","Mp5g19790",0.001905389,42
"chr5","feature","gene",20897397,20910618,".","-",".","ID=Mp5g19800;MapolyID=Mapoly0134s0039;Name=Mp5g19800","Mp5g19800",0.00116671525,11
"chr5","feature","gene",20914573,20920088,".","-",".","ID=Mp5g19810;MapolyID=Mapoly0134s0040;Name=Mp5g19810","Mp5g19810",0.00047619,1
"chr5","feature","gene",20950577,20950648,".","-",".","ID=Mp5g19815a;Name=Mp5g19815a;locus_type=pre_trna;note=aa:Gly%2Canticodon:tcc;product=tRNA-Gly","Mp5g19815a",9.53198e-05,1
"chr5","feature","gene",21003224,21005987,".","-",".","ID=Mp5g19820;MapolyID=Mapoly3320s0001;Name=Mp5g19820","Mp5g19820",NA,NA
"chr5","feature","gene",21031848,21035313,".","-",".","ID=Mp5g19830;MapolyID=Mapoly0134s0051;Name=Mp5g19830","Mp5g19830",0.001895381,30
"chr5","feature","gene",21080478,21082925,".","-",".","ID=Mp5g19840;MapolyID=Mapoly0409s0001;Name=Mp5g19840","Mp5g19840",0.00169946066666667,17
"chr5","feature","gene",21087947,21098183,".","-",".","ID=Mp5g19850;Name=Mp5g19850","Mp5g19850",NA,NA
"chr5","feature","gene",21102405,21107871,".","-",".","ID=Mp5g19860;Name=Mp5g19860","Mp5g19860",NA,NA
"chr5","feature","gene",21122762,21122834,".","-",".","ID=Mp5g19865a;Name=Mp5g19865a;locus_type=pre_trna;note=aa:Lys%2Canticodon:ctt;product=tRNA-Lys","Mp5g19865a",0.00409524,13
"chr5","feature","gene",21128600,21130490,".","+",".","ID=Mp5g19870;MapolyID=Mapoly0206s0012;Name=Mp5g19870","Mp5g19870",0.002144175,10
"chr5","feature","gene",21133444,21137076,".","-",".","ID=Mp5g19880;MapolyID=Mapoly0206s0011;Name=Mp5g19880","Mp5g19880",0.0010666654,16
"chr5","feature","gene",21146651,21149767,".","+",".","ID=Mp5g19890;MapolyID=Mapoly0206s0010;Name=Mp5g19890","Mp5g19890",0.0010953685,10
"chr5","feature","gene",21158464,21159872,".","-",".","ID=Mp5g19900;MapolyID=Mapoly0206s0009;Name=Mp5g19900","Mp5g19900",0.001405122,9
"chr5","feature","gene",21163059,21165114,".","+",".","ID=Mp5g19910;MapolyID=Mapoly0206s0008;Name=Mp5g19910","Mp5g19910",0.00292888,17
"chr5","feature","gene",21167871,21171157,".","+",".","ID=Mp5g19920;MapolyID=Mapoly0206s0007;Name=Mp5g19920","Mp5g19920",0.00067862325,9
"chr5","feature","gene",21188635,21189528,".","+",".","ID=Mp5g19940;MapolyID=Mapoly0206s0005;Name=Mp5g19940","Mp5g19940",0.0011428595,5
"chr5","feature","gene",21191444,21193663,".","+",".","ID=Mp5g19950;MapolyID=Mapoly0206s0004;Name=Mp5g19950","Mp5g19950",0.00184275933333333,13
"chr5","feature","gene",21195094,21198209,".","-",".","ID=Mp5g19960;MapolyID=Mapoly0206s0003;Name=Mp5g19960","Mp5g19960",0.0039168825,35
"chr5","feature","gene",21208292,21222983,".","+",".","ID=Mp5g19970;MapolyID=Mapoly0206s0002;Name=Mp5g19970","Mp5g19970",0.00160325473333333,74
"chr5","feature","gene",21224654,21227623,".","-",".","ID=Mp5g19980;MapolyID=Mapoly0206s0001;Name=Mp5g19980","Mp5g19980",0.0029169175,37
"chr5","feature","gene",21264180,21266984,".","-",".","ID=Mp5g19990;MapolyID=Mapoly0266s0004;Name=Mp5g19990","Mp5g19990",0.000523959,2
"chr5","feature","gene",21271724,21284231,".","-",".","ID=Mp5g20000;MapolyID=Mapoly0266s0003;Name=Mp5g20000","Mp5g20000",0.00330249071428571,109
"chr5","feature","gene",21288503,21289463,".","+",".","ID=Mp5g20010;MapolyID=Mapoly0266s0002;Name=Mp5g20010","Mp5g20010",0.005956795,32
"chr5","feature","gene",21290722,21293507,".","+",".","ID=Mp5g20020;MapolyID=Mapoly0266s0001;Name=Mp5g20020","Mp5g20020",0.000761905,4
"chr5","feature","gene",21297562,21300345,".","-",".","ID=Mp5g20030;MapolyID=Mapoly2010s0001;Name=Mp5g20030","Mp5g20030",0.00186329833333333,19
"chr5","feature","gene",21422360,21425120,".","-",".","ID=Mp5g20040;Name=Mp5g20040","Mp5g20040",0.00047619,1
"chr5","feature","gene",21441535,21444366,".","-",".","ID=Mp5g20043;Name=Mp5g20043","Mp5g20043",0.00142857,3
"chr5","feature","gene",21473452,21476179,".","-",".","ID=Mp5g20045;Name=Mp5g20045","Mp5g20045",0.000492229666666667,5
"chr5","feature","gene",21483152,21486069,".","-",".","ID=Mp5g20047;Name=Mp5g20047","Mp5g20047",NA,NA
"chr5","feature","gene",21496267,21497845,".","+",".","ID=Mp5g20050;MapolyID=Mapoly0190s0001;Name=Mp5g20050","Mp5g20050",0.00204762,12
"chr5","feature","gene",21518691,21520980,".","-",".","ID=Mp5g20060;MapolyID=Mapoly0190s0002;Name=Mp5g20060","Mp5g20060",0.00357265433333333,25
"chr5","feature","gene",21537465,21541278,".","-",".","ID=Mp5g20070;MapolyID=Mapoly0190s0003;Name=Mp5g20070","Mp5g20070",0.005374546,60
"chr5","feature","gene",21541279,21543035,".","+",".","ID=Mp5g20080;MapolyID=Mapoly0190s0004;Name=Mp5g20080","Mp5g20080",0.00228571333333333,17
"chr5","feature","gene",21545090,21547554,".","-",".","ID=Mp5g20090;MapolyID=Mapoly0190s0005;Name=Mp5g20090","Mp5g20090",0.00209657466666667,15
"chr5","feature","gene",21558217,21562162,".","-",".","ID=Mp5g20100;MapolyID=Mapoly0190s0006;Name=Mp5g20100","Mp5g20100",0.00271453925,31
"chr5","feature","gene",21563774,21569844,".","-",".","ID=Mp5g20110;MapolyID=Mapoly0190s0007;Name=Mp5g20110","Mp5g20110",0.000793652,15
"chr5","feature","gene",21572088,21572906,".","+",".","ID=Mp5g20120;MapolyID=Mapoly0190s0008;Name=Mp5g20120","Mp5g20120",0.00214347,5
"chr5","feature","gene",21572611,21576781,".","+",".","ID=Mp5g20130;MapolyID=Mapoly0190s0009;Name=Mp5g20130","Mp5g20130",0.0024573708,34
"chr5","feature","gene",21590801,21596935,".","+",".","ID=Mp5g20140;MapolyID=Mapoly0190s0010;Name=Mp5g20140","Mp5g20140",0.002068209,40
"chr5","feature","gene",21608754,21612008,".","-",".","ID=Mp5g20160;MapolyID=Mapoly0190s0012;Name=Mp5g20160","Mp5g20160",0.00150028075,15
"chr5","feature","gene",21615014,21615710,".","-",".","ID=Mp5g20170;MapolyID=Mapoly0190s0013;Name=Mp5g20170","Mp5g20170",NA,NA
"chr5","feature","gene",21621094,21633267,".","+",".","ID=Mp5g20180;MapolyID=Mapoly0190s0014;Name=Mp5g20180","Mp5g20180",0.00156810530769231,59
"chr5","feature","gene",21635928,21636792,".","+",".","ID=Mp5g20190;MapolyID=Mapoly0190s0015;Name=Mp5g20190","Mp5g20190",0.00624394,33
"chr5","feature","gene",21637327,21639836,".","-",".","ID=Mp5g20200;MapolyID=Mapoly0190s0016;Name=Mp5g20200","Mp5g20200",0.00236598,21
"chr5","feature","gene",21662068,21664292,".","+",".","ID=Mp5g20210;MapolyID=Mapoly0190s0017;Name=Mp5g20210","Mp5g20210",0.00214310666666667,15
"chr5","feature","gene",21666148,21672216,".","-",".","ID=Mp5g20220;MapolyID=Mapoly0190s0018;Name=Mp5g20220","Mp5g20220",0.00324701428571429,52
"chr5","feature","gene",21676166,21679722,".","+",".","ID=Mp5g20230;Name=Mp5g20230","Mp5g20230",0.00119107725,14
"chr5","feature","gene",21687588,21688613,".","+",".","ID=Mp5g20240;MapolyID=Mapoly0340s0001;Name=Mp5g20240","Mp5g20240",0.008766155,38
"chr5","feature","gene",21688614,21689342,".","+",".","ID=Mp5g20250;MapolyID=Mapoly0340s0002;Name=Mp5g20250","Mp5g20250",0.006761905,27
"chr5","feature","gene",21767378,21770635,".","+",".","ID=Mp5g20260;MapolyID=Mapoly0058s0003;Name=Mp5g20260","Mp5g20260",0.0016432125,19
"chr5","feature","gene",21772499,21772699,".","-",".","ID=Mp5g20270;MapolyID=Mapoly0058s0004;Name=Mp5g20270","Mp5g20270",0.00171429,5
"chr5","feature","gene",21777123,21782076,".","-",".","ID=Mp5g20280;MapolyID=Mapoly0058s0005;Name=Mp5g20280","Mp5g20280",0.00400163833333333,67
"chr5","feature","gene",21794181,21795958,".","+",".","ID=Mp5g20290;MapolyID=Mapoly0058s0006;Name=Mp5g20290","Mp5g20290",0.00235752,11
"chr5","feature","gene",21801564,21803288,".","+",".","ID=Mp5g20300;MapolyID=Mapoly0058s0007;Name=Mp5g20300","Mp5g20300",0.00247618766666667,18
"chr5","feature","gene",21805109,21810118,".","-",".","ID=Mp5g20310;MapolyID=Mapoly0058s0008;Name=Mp5g20310","Mp5g20310",0.00152412316666667,23
"chr5","feature","gene",21810853,21811305,".","-",".","ID=Mp5g20320;MapolyID=Mapoly0058s0009;Name=Mp5g20320","Mp5g20320",0.00221515,12
"chr5","feature","gene",21813495,21816162,".","+",".","ID=Mp5g20330;MapolyID=Mapoly0058s0011;Name=Mp5g20330","Mp5g20330",0.0025246975,26
"chr5","feature","gene",21817996,21819195,".","+",".","ID=Mp5g20340;MapolyID=Mapoly0058s0012;Name=Mp5g20340","Mp5g20340",0.00401603,29
